Mach,CD Power-Off
13.96,0.327391355
13.97,0.327375478
13.98,0.327359637
13.99,0.32734383
14,0.327328037
14.01,0.327312277
14.02,0.327296544
14.03,0.327280834
14.04,0.327265158
14.05,0.327249506
14.06,0.32723388
14.07,0.327218277
14.08,0.327202707
14.09,0.327187172
14.1,0.32717165
14.11,0.327156154
14.12,0.327140689
14.13,0.327125249
14.14,0.327109843
14.15,0.32709446
14.16,0.327079091
14.17,0.327063765
14.18,0.327048464
14.19,0.327033185
14.2,0.327017919
14.21,0.327002698
14.22,0.326987489
14.23,0.326972313
14.24,0.326957161
14.25,0.326942042
14.26,0.326926944
14.27,0.326911871
14.28,0.326896821
14.29,0.326881803
14.3,0.326866798
14.31,0.326851826
14.32,0.326836887
14.33,0.326821959
14.34,0.326807064
14.35,0.326792193
14.36,0.326777353
14.37,0.326762526
14.38,0.326747732
14.39,0.32673296
14.4,0.32671822
14.41,0.326703492
14.42,0.326688796
14.43,0.326674133
14.44,0.326659482
14.45,0.326644862
14.46,0.326630254
14.47,0.326615688
14.48,0.326601136
14.49,0.326586613
14.5,0.326572112
14.51,0.326557634
14.52,0.326543177
14.53,0.326528753
14.54,0.326514349
14.55,0.326499966
14.56,0.326485605
14.57,0.326471276
14.58,0.326456968
14.59,0.326442681
14.6,0.326428426
14.61,0.326414182
14.62,0.326399968
14.63,0.326385776
14.64,0.326371605
14.65,0.326357465
14.66,0.326343346
14.67,0.326329247
14.68,0.32631517
14.69,0.326301124
14.7,0.326287098
14.71,0.326273092
14.72,0.326259108
14.73,0.326245144
14.74,0.326231212
14.75,0.326217298
14.76,0.326203406
14.77,0.326189544
14.78,0.326175692
14.79,0.326161871
14.8,0.32614807
14.81,0.32613429
14.82,0.32612054
14.83,0.326106809
14.84,0.3260931
14.85,0.32607941
14.86,0.32606575
14.87,0.326052099
14.88,0.326038479
14.89,0.326024879
14.9,0.326011299
14.91,0.325997748
14.92,0.325984217
14.93,0.325970706
14.94,0.325957214
14.95,0.325943742
14.96,0.3259303
14.97,0.325916877
14.98,0.325903473
14.99,0.325890089
15,0.325876733
15.01,0.325863389
15.02,0.325850082
15.03,0.325836786
15.04,0.325823508
15.05,0.32581026
15.06,0.32579702
15.07,0.32578381
15.08,0.325770629
15.09,0.325757457
15.1,0.325744314
15.11,0.32573119
15.12,0.325718085
15.13,0.325704998
15.14,0.32569193
15.15,0.32567889
15.16,0.32566587
15.17,0.325652869
15.18,0.325639886
15.19,0.325626931
15.2,0.325613995
15.21,0.325601077
15.22,0.325588178
15.23,0.325575298
15.24,0.325562445
15.25,0.325549602
15.26,0.325536786
15.27,0.325523988
15.28,0.32551122
15.29,0.325498458
15.3,0.325485725
15.31,0.32547301
15.32,0.325460313
15.33,0.325447634
15.34,0.325434973
15.35,0.325422341
15.36,0.325409725
15.37,0.325397128
15.38,0.325384559
15.39,0.325371998
15.4,0.325359464
15.41,0.325346937
15.42,0.325334448
15.43,0.325321968
15.44,0.325309505
15.45,0.325297069
15.46,0.325284651
15.47,0.325272249
15.48,0.325259867
15.49,0.325247501
15.5,0.325235161
15.51,0.325222831
15.52,0.325210526
15.53,0.325198249
15.54,0.32518598
15.55,0.325173727
15.56,0.325161502
15.57,0.325149294
15.58,0.325137102
15.59,0.325124928
15.6,0.32511278
15.61,0.32510064
15.62,0.325088527
15.63,0.325076431
15.64,0.325064351
15.65,0.325052289
15.66,0.325040251
15.67,0.325028222
15.68,0.325016219
15.69,0.325004233
15.7,0.324992273
15.71,0.32498032
15.72,0.324968395
15.73,0.324956474
15.74,0.32494458
15.75,0.324932703
15.76,0.324920843
15.77,0.324909008
15.78,0.32489718
15.79,0.324885389
15.8,0.324873594
15.81,0.324861824
15.82,0.324850081
15.83,0.324838344
15.84,0.324826634
15.85,0.324814929
15.86,0.32480325
15.87,0.324791588
15.88,0.324779951
15.89,0.324768321
15.9,0.324756715
15.91,0.324745127
15.92,0.324733553
15.93,0.324721996
15.94,0.324710456
15.95,0.324698939
15.96,0.324687439
15.97,0.324675944
15.98,0.324664477
15.99,0.324653024
16,0.324641595
16.01,0.324630175
16.02,0.324618777
16.03,0.324607396
16.04,0.324596021
16.05,0.324584681
16.06,0.324573346
16.07,0.324562027
16.08,0.324550732
16.09,0.324539454
16.1,0.32452818
16.11,0.324516942
16.12,0.32450571
16.13,0.324494492
16.14,0.324483299
16.15,0.32447212
16.16,0.324460948
16.17,0.324449801
16.18,0.324438668
16.19,0.32442756
16.2,0.324416458
16.21,0.32440538
16.22,0.324394318
16.23,0.324383268
16.24,0.324372236
16.25,0.324361216
16.26,0.324350213
16.27,0.324339235
16.28,0.32432826
16.29,0.32431731
16.3,0.324306376
16.31,0.324295465
16.32,0.324284559
16.33,0.324273667
16.34,0.3242628
16.35,0.324251948
16.36,0.324241111
16.37,0.324230286
16.38,0.324219478
16.39,0.324208684
16.4,0.324197913
16.41,0.324187146
16.42,0.324176406
16.43,0.324165677
16.44,0.324154965
16.45,0.324144265
16.46,0.32413358
16.47,0.324122919
16.48,0.324112272
16.49,0.32410164
16.5,0.324091021
16.51,0.324080407
16.52,0.324069826
16.53,0.324059249
16.54,0.324048686
16.55,0.324038147
16.56,0.324027622
16.57,0.324017112
16.58,0.324006613
16.59,0.32399613
16.6,0.32398567
16.61,0.323975213
16.62,0.323964772
16.63,0.323954353
16.64,0.323943948
16.65,0.323933556
16.66,0.323923178
16.67,0.323912824
16.68,0.323902473
16.69,0.323892146
16.7,0.323881821
16.71,0.323871521
16.72,0.323861234
16.73,0.323850961
16.74,0.32384071
16.75,0.323830463
16.76,0.32382023
16.77,0.32381002
16.78,0.323799823
16.79,0.323789639
16.8,0.323779469
16.81,0.323769312
16.82,0.323759167
16.83,0.323749046
16.84,0.323738929
16.85,0.323728832
16.86,0.323718751
16.87,0.323708682
16.88,0.323698626
16.89,0.323688584
16.9,0.323678564
16.91,0.323668547
16.92,0.323658553
16.93,0.323648561
16.94,0.323638593
16.95,0.323628638
16.96,0.323618696
16.97,0.323608765
16.98,0.323598858
16.99,0.323588954
17,0.323579071
17.01,0.323569202
17.02,0.323559345
17.03,0.323549502
17.04,0.32353967
17.05,0.323529852
17.06,0.323520045
17.07,0.323510261
17.08,0.323500481
17.09,0.323490722
17.1,0.323480975
17.11,0.323471242
17.12,0.32346152
17.13,0.323451811
17.14,0.323442124
17.15,0.32343244
17.16,0.323422777
17.17,0.323413128
17.18,0.32340348
17.19,0.323393855
17.2,0.323384241
17.21,0.32337464
17.22,0.323365062
17.23,0.323355485
17.24,0.32334593
17.25,0.323336378
17.26,0.323326847
17.27,0.323317329
17.28,0.323307822
17.29,0.323298328
17.3,0.323288845
17.31,0.323279384
17.32,0.323269925
17.33,0.323260489
17.34,0.323251065
17.35,0.323241641
17.36,0.32323224
17.37,0.323222851
17.38,0.323213473
17.39,0.323204117
17.4,0.323194763
17.41,0.32318542
17.42,0.3231761
17.43,0.323166791
17.44,0.323157493
17.45,0.323148207
17.46,0.323138934
17.47,0.323129671
17.48,0.323120419
17.49,0.32311118
17.5,0.323101962
17.51,0.323092755
17.52,0.323083551
17.53,0.323074367
17.54,0.323065194
17.55,0.323056034
17.56,0.323046884
17.57,0.323037756
17.58,0.32302863
17.59,0.323019524
17.6,0.32301042
17.61,0.323001336
17.62,0.322992265
17.63,0.322983205
17.64,0.322974156
17.65,0.322965118
17.66,0.32295609
17.67,0.322947075
17.68,0.32293808
17.69,0.322929086
17.7,0.322920114
17.71,0.322911152
17.72,0.322902202
17.73,0.322893253
17.74,0.322884325
17.75,0.322875417
17.76,0.32286651
17.77,0.322857615
17.78,0.322848741
17.79,0.322839877
17.8,0.322831014
17.81,0.322822171
17.82,0.322813341
17.83,0.32280452
17.84,0.322795711
17.85,0.322786912
17.86,0.322778134
17.87,0.322769356
17.88,0.32276059
17.89,0.322751844
17.9,0.322743109
17.91,0.322734384
17.92,0.32272566
17.93,0.322716967
17.94,0.322708273
17.95,0.322699591
17.96,0.32269092
17.97,0.322682259
17.98,0.322673617
17.99,0.322664978
18,0.322656358
18.01,0.322647748
18.02,0.322639149
18.03,0.322630561
18.04,0.322621983
18.05,0.322613415
18.06,0.322604858
18.07,0.322596321
18.08,0.322587783
18.09,0.322579267
18.1,0.322570761
18.11,0.322562255
18.12,0.32255377
18.13,0.322545295
18.14,0.32253683
18.15,0.322528374
18.16,0.322519929
18.17,0.322511503
18.18,0.322503079
18.19,0.322494674
18.2,0.32248627
18.21,0.322477886
18.22,0.322469512
18.23,0.322461147
18.24,0.322452793
18.25,0.322444448
18.26,0.322436114
18.27,0.322427789
18.28,0.322419485
18.29,0.322411181
18.3,0.322402886
18.31,0.322394611
18.32,0.322386346
18.33,0.32237808
18.34,0.322369835
18.35,0.3223616
18.36,0.322353374
18.37,0.322345168
18.38,0.322336963
18.39,0.322328766
18.4,0.322320589
18.41,0.322312412
18.42,0.322304255
18.43,0.322296097
18.44,0.322287959
18.45,0.322279831
18.46,0.322271712
18.47,0.322263603
18.48,0.322255504
18.49,0.322247413
18.5,0.322239332
18.51,0.322231272
18.52,0.32222321
18.53,0.322215168
18.54,0.322207135
18.55,0.322199103
18.56,0.32219109
18.57,0.322183086
18.58,0.32217509
18.59,0.322167105
18.6,0.322159129
18.61,0.322151162
18.62,0.322143214
18.63,0.322135267
18.64,0.322127338
18.65,0.322119409
18.66,0.322111499
18.67,0.322103597
18.68,0.322095696
18.69,0.322087814
18.7,0.32207994
18.71,0.322072076
18.72,0.322064221
18.73,0.322056386
18.74,0.322048549
18.75,0.322040722
18.76,0.322032913
18.77,0.322025104
18.78,0.322017313
18.79,0.322009532
18.8,0.322001761
18.81,0.321993988
18.82,0.321986233
18.83,0.321978488
18.84,0.321970762
18.85,0.321963035
18.86,0.321955317
18.87,0.321947617
18.88,0.321939917
18.89,0.321932226
18.9,0.321924553
18.91,0.321916889
18.92,0.321909224
18.93,0.321901578
18.94,0.321893942
18.95,0.321886313
18.96,0.321878693
18.97,0.321871083
18.98,0.32186349
18.99,0.321855896
19,0.321848312
19.01,0.321840746
19.02,0.321833179
19.03,0.32182563
19.04,0.32181809
19.05,0.32181055
19.06,0.321803026
19.07,0.321795512
19.08,0.321788007
19.09,0.32178051
19.1,0.321773022
19.11,0.321765542
19.12,0.32175808
19.13,0.321750618
19.14,0.321743164
19.15,0.321735728
19.16,0.321728301
19.17,0.321720872
19.18,0.321713462
19.19,0.32170606
19.2,0.321698667
19.21,0.321691282
19.22,0.321683905
19.23,0.321676537
19.24,0.321669178
19.25,0.321661826
19.26,0.321654482
19.27,0.321647157
19.28,0.321639831
19.29,0.321632522
19.3,0.321625213
19.31,0.321617921
19.32,0.321610638
19.33,0.321603363
19.34,0.321596096
19.35,0.321588827
19.36,0.321581576
19.37,0.321574343
19.38,0.321567109
19.39,0.321559883
19.4,0.321552664
19.41,0.321545465
19.42,0.321538263
19.43,0.321531079
19.44,0.321523894
19.45,0.321516726
19.46,0.321509566
19.47,0.321502415
19.48,0.321495262
19.49,0.321488127
19.5,0.321480998
19.51,0.321473879
19.52,0.321466778
19.53,0.321459674
19.54,0.321452578
19.55,0.321445491
19.56,0.321438421
19.57,0.321431349
19.58,0.321424295
19.59,0.321417239
19.6,0.321410201
19.61,0.32140317
19.62,0.321396147
19.63,0.321389132
19.64,0.321382126
19.65,0.321375127
19.66,0.321368134
19.67,0.321361152
19.68,0.321354175
19.69,0.321347207
19.7,0.321340257
19.71,0.321333304
19.72,0.321326359
19.73,0.321319431
19.74,0.321312512
19.75,0.32130559
19.76,0.321298685
19.77,0.321291789
19.78,0.321284899
19.79,0.321278017
19.8,0.321271145
19.81,0.321264278
19.82,0.321257419
19.83,0.321250568
19.84,0.321243723
19.85,0.321236898
19.86,0.321230069
19.87,0.321223248
19.88,0.321216445
19.89,0.321209638
19.9,0.32120285
19.91,0.321196068
19.92,0.321189295
19.93,0.321182528
19.94,0.321175759
19.95,0.321169007
19.96,0.321162263
19.97,0.321155527
19.98,0.321148807
19.99,0.321142085
20,0.32113537
20.01,0.321128663
20.02,0.321121973
20.03,0.321115279
20.04,0.321108604
20.05,0.321101926
20.06,0.321095265
20.07,0.321088612
20.08,0.321081955
20.09,0.321075316
20.1,0.321068684
20.11,0.321062059
20.12,0.321055441
20.13,0.321048831
20.14,0.321042228
20.15,0.321035631
20.16,0.321029043
20.17,0.321022471
20.18,0.321015896
20.19,0.321009328
20.2,0.321002779
20.21,0.320996224
20.22,0.320989688
20.23,0.320983149
20.24,0.320976628
20.25,0.320970112
20.26,0.320963604
20.27,0.320957093
20.28,0.320950599
20.29,0.320944111
20.3,0.320937631
20.31,0.320931158
20.32,0.320924692
20.33,0.320918243
20.34,0.320911791
20.35,0.320905345
20.36,0.320898917
20.37,0.320892485
20.38,0.320886071
20.39,0.320879653
20.4,0.320873252
20.41,0.320866848
20.42,0.320860461
20.43,0.32085408
20.44,0.320847707
20.45,0.32084134
20.46,0.320834971
20.47,0.320828628
20.48,0.320822281
20.49,0.320815941
20.5,0.320809608
20.51,0.320803282
20.52,0.320796963
20.53,0.32079066
20.54,0.320784354
20.55,0.320778056
20.56,0.320771772
20.57,0.320765487
20.58,0.320759217
20.59,0.320752955
20.6,0.320746689
20.61,0.320740439
20.62,0.320734197
20.63,0.320727962
20.64,0.320721732
20.65,0.320715509
20.66,0.320709293
20.67,0.320703084
20.68,0.32069688
20.69,0.320690684
20.7,0.320684494
20.71,0.32067832
20.72,0.320672144
20.73,0.320665973
20.74,0.320659819
20.75,0.320653661
20.76,0.320647521
20.77,0.320641376
20.78,0.320635248
20.79,0.320629126
20.8,0.320623002
20.81,0.320616893
20.82,0.32061079
20.83,0.320604694
20.84,0.320598604
20.85,0.320592522
20.86,0.320586445
20.87,0.320580374
20.88,0.320574311
20.89,0.320568253
20.9,0.320562211
20.91,0.320556166
20.92,0.320550127
20.93,0.320544105
20.94,0.320538079
20.95,0.320532069
20.96,0.320526056
20.97,0.320520058
20.98,0.320514057
20.99,0.320508072
21,0.320502094
21.01,0.320496122
21.02,0.320490155
21.03,0.320484195
21.04,0.320478242
21.05,0.320472294
21.06,0.320466353
21.07,0.320460417
21.08,0.320454489
21.09,0.320448566
21.1,0.320442648
21.11,0.320436748
21.12,0.320430844
21.13,0.320424946
21.14,0.320419063
21.15,0.320413176
21.16,0.320407307
21.17,0.320401432
21.18,0.320395574
21.19,0.320389722
21.2,0.320383866
21.21,0.320378027
21.22,0.320372192
21.23,0.320366364
21.24,0.320360542
21.25,0.320354727
21.26,0.320348916
21.27,0.320343112
21.28,0.320337314
21.29,0.320331522
21.3,0.320325736
21.31,0.320319956
21.32,0.320314191
21.33,0.320308423
21.34,0.320302661
21.35,0.320296914
21.36,0.320291163
21.37,0.320285428
21.38,0.32027969
21.39,0.320273967
21.4,0.32026825
21.41,0.320262529
21.42,0.320256823
21.43,0.320251123
21.44,0.320245429
21.45,0.32023974
21.46,0.320234059
21.47,0.320228372
21.48,0.320222701
21.49,0.320217037
21.5,0.320211377
21.51,0.320205734
21.52,0.320200086
21.53,0.320194444
21.54,0.320188807
21.55,0.320183188
21.56,0.320177562
21.57,0.320171943
21.58,0.32016634
21.59,0.320160732
21.6,0.32015514
21.61,0.320149553
21.62,0.320143963
21.63,0.320138388
21.64,0.320132818
21.65,0.320127245
21.66,0.320121687
21.67,0.320116134
21.68,0.320110586
21.69,0.320105045
21.7,0.320099509
21.71,0.320093979
21.72,0.320088454
21.73,0.320082935
21.74,0.320077421
21.75,0.320071913
21.76,0.320066411
21.77,0.320060914
21.78,0.320055432
21.79,0.320049946
21.8,0.320044476
21.81,0.320039001
21.82,0.320033541
21.83,0.320028077
21.84,0.320022619
21.85,0.320017176
21.86,0.320011738
21.87,0.320006305
21.88,0.320000869
21.89,0.319995447
21.9,0.319990032
21.91,0.319984621
21.92,0.319979205
21.93,0.319973806
21.94,0.319968411
21.95,0.319963022
21.96,0.319957639
21.97,0.319952271
21.98,0.319946897
21.99,0.31994153
22,0.319936168
22.01,0.31993081
22.02,0.319925459
22.03,0.319920123
22.04,0.319914782
22.05,0.319909457
22.06,0.319904126
22.07,0.319898811
22.08,0.319893491
22.09,0.319888176
22.1,0.319882877
22.11,0.319877582
22.12,0.319872293
22.13,0.319867
22.14,0.319861721
22.15,0.319856448
22.16,0.31985117
22.17,0.319845907
22.18,0.31984065
22.19,0.319835397
22.2,0.31983015
22.21,0.319824908
22.22,0.319819671
22.23,0.319814449
22.24,0.319809223
22.25,0.319804001
22.26,0.319798785
22.27,0.319793574
22.28,0.319788367
22.29,0.319783176
22.3,0.31977798
22.31,0.319772799
22.32,0.319767614
22.33,0.319762443
22.34,0.319757267
22.35,0.319752106
22.36,0.319746941
22.37,0.31974179
22.38,0.319736645
22.39,0.319731494
22.4,0.319726359
22.41,0.319721229
22.42,0.319716094
22.43,0.319710973
22.44,0.319705858
22.45,0.319700747
22.46,0.319695642
22.47,0.319690541
22.48,0.319685446
22.49,0.319680355
22.5,0.31967527
22.51,0.319670199
22.52,0.319665123
22.53,0.319660053
22.54,0.319654986
22.55,0.319649936
22.56,0.31964488
22.57,0.319639828
22.58,0.319634793
22.59,0.319629751
22.6,0.319624714
22.61,0.319619692
22.62,0.319614666
22.63,0.319609654
22.64,0.319604647
22.65,0.319599635
22.66,0.319594637
22.67,0.319589645
22.68,0.319584646
22.69,0.319579664
22.7,0.319574685
22.71,0.319569712
22.72,0.319564744
22.73,0.31955978
22.74,0.31955482
22.75,0.319549866
22.76,0.319544917
22.77,0.319539972
22.78,0.319535032
22.79,0.319530096
22.8,0.319525166
22.81,0.31952024
22.82,0.31951532
22.83,0.319510413
22.84,0.319505501
22.85,0.319500594
22.86,0.319495702
22.87,0.319490804
22.88,0.319485911
22.89,0.319481033
22.9,0.31947615
22.91,0.319471281
22.92,0.319466406
22.93,0.319461546
22.94,0.319456691
22.95,0.319451831
22.96,0.319446985
22.97,0.319442145
22.98,0.319437298
22.99,0.319432466
23,0.319427639
23.01,0.319422816
23.02,0.319417998
23.03,0.319413184
23.04,0.319408375
23.05,0.319403571
23.06,0.319398771
23.07,0.319393976
23.08,0.319389184
23.09,0.319384399
23.1,0.319379617
23.11,0.31937484
23.12,0.319370067
23.13,0.319365309
23.14,0.319360546
23.15,0.319355786
23.16,0.319351042
23.17,0.319346292
23.18,0.319341546
23.19,0.319336815
23.2,0.319332077
23.21,0.319327355
23.22,0.319322628
23.23,0.319317915
23.24,0.319313205
23.25,0.319308491
23.26,0.31930379
23.27,0.319299085
23.28,0.319294393
23.29,0.319289706
23.3,0.319285024
23.31,0.319280336
23.32,0.319275662
23.33,0.319270993
23.34,0.319266328
23.35,0.319261668
23.36,0.319257012
23.37,0.31925236
23.38,0.319247713
23.39,0.319243069
23.4,0.31923843
23.41,0.319233796
23.42,0.319229165
23.43,0.31922455
23.44,0.319219929
23.45,0.319215311
23.46,0.319210699
23.47,0.3192061
23.48,0.319201496
23.49,0.319196896
23.5,0.31919231
23.51,0.319187718
23.52,0.319183131
23.53,0.319178558
23.54,0.31917398
23.55,0.319169415
23.56,0.319164845
23.57,0.319160289
23.58,0.319155737
23.59,0.31915118
23.6,0.319146637
23.61,0.319142097
23.62,0.319137553
23.63,0.319133022
23.64,0.319128496
23.65,0.319123974
23.66,0.319119456
23.67,0.319114931
23.68,0.319110422
23.69,0.319105916
23.7,0.319101415
23.71,0.319096918
23.72,0.319092424
23.73,0.319087945
23.74,0.31908346
23.75,0.31907898
23.76,0.319074503
23.77,0.319070031
23.78,0.319065563
23.79,0.319061098
23.8,0.319056638
23.81,0.319052192
23.82,0.31904774
23.83,0.319043292
23.84,0.319038858
23.85,0.319034418
23.86,0.319029983
23.87,0.319025561
23.88,0.319021144
23.89,0.31901672
23.9,0.319012311
23.91,0.319007896
23.92,0.319003494
23.93,0.318999087
23.94,0.318994693
23.95,0.318990304
23.96,0.318985909
23.97,0.318981528
23.98,0.318977151
23.99,0.318972767
24,0.318968398
24.01,0.318964033
24.02,0.318959672
24.03,0.318955313
24.04,0.31895095
24.05,0.31894661
24.06,0.318942265
24.07,0.318937923
24.08,0.318933586
24.09,0.318929252
24.1,0.318924922
24.11,0.318920597
24.12,0.318916275
24.13,0.318911957
24.14,0.318907644
24.15,0.318903333
24.16,0.318899027
24.17,0.318894734
24.18,0.318890436
24.19,0.318886141
24.2,0.31888185
24.21,0.318877574
24.22,0.318873302
24.23,0.318869022
24.24,0.318864747
24.25,0.318860485
24.26,0.318856217
24.27,0.318851964
24.28,0.318847705
24.29,0.318843458
24.3,0.318839206
24.31,0.318834967
24.32,0.318830723
24.33,0.318826493
24.34,0.318822265
24.35,0.318818032
24.36,0.318813812
24.37,0.318809597
24.38,0.318805386
24.39,0.318801177
24.4,0.318796973
24.41,0.318792763
24.42,0.318788566
24.43,0.318784373
24.44,0.318780184
24.45,0.318775999
24.46,0.318771817
24.47,0.318767639
24.48,0.318763465
24.49,0.318759294
24.5,0.318755128
24.51,0.318750964
24.52,0.318746805
24.53,0.318742649
24.54,0.318738508
24.55,0.31873436
24.56,0.318730215
24.57,0.318726084
24.58,0.318721947
24.59,0.318717813
24.6,0.318713683
24.61,0.318709568
24.62,0.318705445
24.63,0.318701326
24.64,0.318697222
24.65,0.31869311
24.66,0.318689012
24.67,0.318684907
24.68,0.318680817
24.69,0.31867672
24.7,0.318672637
24.71,0.318668547
24.72,0.318664471
24.73,0.318660398
24.74,0.31865632
24.75,0.318652254
24.76,0.318648193
24.77,0.318644124
24.78,0.31864007
24.79,0.318636019
24.8,0.318631971
24.81,0.318627918
24.82,0.318623877
24.83,0.318619841
24.84,0.318615808
24.85,0.318611778
24.86,0.318607753
24.87,0.31860373
24.88,0.318599711
24.89,0.318595685
24.9,0.318591684
24.91,0.318587675
24.92,0.318583671
24.93,0.318579669
24.94,0.318575672
24.95,0.318571677
24.96,0.318567686
24.97,0.318563699
24.98,0.318559725
24.99,0.318555745
25,0.318551768
0.01,0.514423701
0.02,0.552827687
0.03,0.556962196
0.04,0.55519342
0.05,0.551997277
0.06,0.548518764
0.07,0.545111804
0.08,0.541888866
0.09,0.538878184
0.1,0.536076891
0.11,0.533470951
0.12,0.531043057
0.13,0.528775921
0.14,0.526653361
0.15,0.524660903
0.16,0.522785622
0.17,0.521016199
0.18,0.519342684
0.19,0.517756278
0.2,0.516249287
0.21,0.51481492
0.22,0.51344712
0.23,0.512140571
0.24,0.510890479
0.25,0.509692601
0.26,0.508833255
0.27,0.508018846
0.28,0.507246359
0.29,0.506512917
0.3,0.505815996
0.31,0.505153351
0.32,0.504522784
0.33,0.504640448
0.34,0.504874544
0.35,0.505108773
0.36,0.505343082
0.37,0.505577523
0.38,0.505812079
0.39,0.506046748
0.4,0.506281531
0.41,0.506516427
0.42,0.506751418
0.43,0.506986556
0.44,0.507221771
0.45,0.507457132
0.46,0.507692586
0.47,0.507928151
0.48,0.508163809
0.49,0.508399594
0.5,0.508635488
0.51,0.508871508
0.52,0.509107602
0.53,0.509343821
0.54,0.509580148
0.55,0.509816565
0.56,0.510053124
0.57,0.510289754
0.58,0.510526526
0.59,0.510763386
0.6,0.511000333
0.61,0.511762383
0.62,0.512505697
0.63,0.513249114
0.64,0.513992618
0.65,0.51473626
0.66,0.51547997
0.67,0.516223801
0.68,0.516967751
0.69,0.517711768
0.7,0.518455905
0.71,0.519200125
0.72,0.519944482
0.73,0.520688903
0.74,0.521433443
0.75,0.522178082
0.76,0.522922821
0.77,0.523667642
0.78,0.524412596
0.79,0.525157614
0.8,0.525902747
0.81,0.526647961
0.82,0.527393307
0.83,0.528138733
0.84,0.528884238
0.85,0.529629875
0.86,0.530375572
0.87,0.531121383
0.88,0.531867272
0.89,0.532613291
0.9,0.533359369
0.91,0.53730801
0.92,0.548309247
0.93,0.565071744
0.94,0.582306054
0.95,0.599540364
0.96,0.616774674
0.97,0.634008984
0.98,0.651243294
0.99,0.668477604
1,0.685711914
1.01,0.702946224
1.02,0.720180534
1.03,0.737414843
1.04,0.754649153
1.05,0.771883463
1.06,0.771552717
1.07,0.771227692
1.08,0.771207758
1.09,0.771365241
1.1,0.77178132
1.11,0.772411642
1.12,0.773233129
1.13,0.774230616
1.14,0.775393222
1.15,0.77671268
1.16,0.777939492
1.17,0.779303633
1.18,0.780809815
1.19,0.782030818
1.2,0.782284163
1.21,0.782684086
1.22,0.783228322
1.23,0.783914894
1.24,0.784742083
1.25,0.785708369
1.26,0.786812439
1.27,0.788053108
1.28,0.789429354
1.29,0.790940261
1.3,0.792585035
1.31,0.794362986
1.32,0.796273475
1.33,0.798315994
1.34,0.800490075
1.35,0.802795317
1.36,0.80523138
1.37,0.807798009
1.38,0.810494969
1.39,0.813322075
1.4,0.816279193
1.41,0.81936624
1.42,0.818886929
1.43,0.815788127
1.44,0.812743607
1.45,0.809750899
1.46,0.806807667
1.47,0.803911719
1.48,0.801061027
1.49,0.798253653
1.5,0.795487799
1.51,0.792761749
1.52,0.790073941
1.53,0.787422818
1.54,0.784806977
1.55,0.782225097
1.56,0.779675871
1.57,0.777158121
1.58,0.774670685
1.59,0.772212488
1.6,0.769782502
1.61,0.767379769
1.62,0.765003331
1.63,0.762652351
1.64,0.760325957
1.65,0.758023366
1.66,0.755743804
1.67,0.753486561
1.68,0.751250965
1.69,0.749036307
1.7,0.746842021
1.71,0.744667468
1.72,0.742512065
1.73,0.740375294
1.74,0.738256604
1.75,0.736155526
1.76,0.734071554
1.77,0.732004242
1.78,0.729953133
1.79,0.727917817
1.8,0.725897899
1.81,0.723892973
1.82,0.721902673
1.83,0.719926625
1.84,0.717964536
1.85,0.716016021
1.86,0.714080787
1.87,0.712158512
1.88,0.710248931
1.89,0.708351736
1.9,0.706466662
1.91,0.704593464
1.92,0.702731866
1.93,0.700881621
1.94,0.699042516
1.95,0.697214314
1.96,0.695396793
1.97,0.693589728
1.98,0.691792944
1.99,0.690006226
2,0.688229383
2.01,0.686643509
2.02,0.685060719
2.03,0.683489613
2.04,0.681930013
2.05,0.680381717
2.06,0.678844545
2.07,0.67731831
2.08,0.675802851
2.09,0.674297969
2.1,0.672803537
2.11,0.671319387
2.12,0.669845328
2.13,0.668381244
2.14,0.666926976
2.15,0.665482383
2.16,0.664047339
2.17,0.662621679
2.18,0.66120528
2.19,0.659798015
2.2,0.658399757
2.21,0.657010379
2.22,0.655629772
2.23,0.654257801
2.24,0.652894349
2.25,0.651539301
2.26,0.650192564
2.27,0.648854016
2.28,0.647523541
2.29,0.646201036
2.3,0.644886407
2.31,0.643579535
2.32,0.64228033
2.33,0.6409887
2.34,0.63970451
2.35,0.638427712
2.36,0.637158182
2.37,0.635895824
2.38,0.634640565
2.39,0.633392285
2.4,0.63215092
2.41,0.630916359
2.42,0.629688526
2.43,0.628467331
2.44,0.627252691
2.45,0.626044513
2.46,0.624842681
2.47,0.623647167
2.48,0.62245786
2.49,0.621274662
2.5,0.620097519
2.51,0.618926324
2.52,0.617760996
2.53,0.616601471
2.54,0.615447642
2.55,0.614299464
2.56,0.613156825
2.57,0.612019664
2.58,0.610887868
2.59,0.609761402
2.6,0.608640164
2.61,0.607524075
2.62,0.606413086
2.63,0.605307053
2.64,0.604205967
2.65,0.603109703
2.66,0.602018215
2.67,0.60093139
2.68,0.59984919
2.69,0.598771517
2.7,0.597698286
2.71,0.596629436
2.72,0.595564883
2.73,0.594504552
2.74,0.593448361
2.75,0.592396246
2.76,0.591348123
2.77,0.590303904
2.78,0.589263531
2.79,0.588226915
2.8,0.58719397
2.81,0.586164655
2.82,0.585138862
2.83,0.58411652
2.84,0.583097561
2.85,0.582081889
2.86,0.581069457
2.87,0.580059249
2.88,0.57905106
2.89,0.578045868
2.9,0.577043581
2.91,0.576044139
2.92,0.575047468
2.93,0.574053476
2.94,0.57306211
2.95,0.572073256
2.96,0.571086875
