Mach,CD Power-On
13.99,0.326064695
14,0.326050639
14.01,0.326036613
14.02,0.32602261
14.03,0.326008626
14.04,0.325994674
14.05,0.325980741
14.06,0.325966831
14.07,0.32595294
14.08,0.32593908
14.09,0.32592525
14.1,0.325911431
14.11,0.325897633
14.12,0.325883863
14.13,0.325870116
14.14,0.325856398
14.15,0.3258427
14.16,0.325829013
14.17,0.325815365
14.18,0.325801738
14.19,0.325788132
14.2,0.325774534
14.21,0.325760977
14.22,0.325747429
14.23,0.325733912
14.24,0.325720414
14.25,0.325706947
14.26,0.325693498
14.27,0.325680069
14.28,0.32566666
14.29,0.325653281
14.3,0.325639911
14.31,0.32562657
14.32,0.32561326
14.33,0.325599957
14.34,0.325586685
14.35,0.325573433
14.36,0.325560208
14.37,0.325546993
14.38,0.325533808
14.39,0.325520642
14.4,0.325507505
14.41,0.325494376
14.42,0.325481277
14.43,0.325468207
14.44,0.325455146
14.45,0.325442113
14.46,0.325429089
14.47,0.325416104
14.48,0.325403129
14.49,0.325390181
14.5,0.325377251
14.51,0.325364341
14.52,0.325351449
14.53,0.325338587
14.54,0.325325742
14.55,0.325312915
14.56,0.325300107
14.57,0.325287328
14.58,0.325274567
14.59,0.325261823
14.6,0.325249109
14.61,0.325236402
14.62,0.325223724
14.63,0.325211063
14.64,0.32519842
14.65,0.325185806
14.66,0.32517321
14.67,0.325160631
14.68,0.325148071
14.69,0.325135538
14.7,0.325123024
14.71,0.325110526
14.72,0.325098046
14.73,0.325085585
14.74,0.325073152
14.75,0.325060734
14.76,0.325048335
14.77,0.325035964
14.78,0.3250236
14.79,0.325011264
14.8,0.324998945
14.81,0.324986643
14.82,0.32497437
14.83,0.324962112
14.84,0.324949872
14.85,0.32493765
14.86,0.324925455
14.87,0.324913267
14.88,0.324901106
14.89,0.324888962
14.9,0.324876835
14.91,0.324864735
14.92,0.324852652
14.93,0.324840586
14.94,0.324828537
14.95,0.324816504
14.96,0.324804499
14.97,0.32479251
14.98,0.324780538
14.99,0.324768583
15,0.324756653
15.01,0.324744731
15.02,0.324732845
15.03,0.324720967
15.04,0.324709104
15.05,0.324697269
15.06,0.324685438
15.07,0.324673636
15.08,0.324661859
15.09,0.324650088
15.1,0.324638344
15.11,0.324626617
15.12,0.324614905
15.13,0.324603209
15.14,0.32459153
15.15,0.324579876
15.16,0.324568239
15.17,0.324556619
15.18,0.324545013
15.19,0.324533434
15.2,0.324521871
15.21,0.324510323
15.22,0.324498792
15.23,0.324487277
15.24,0.324475787
15.25,0.324464303
15.26,0.324452845
15.27,0.324441401
15.28,0.324429985
15.29,0.324418574
15.3,0.324407188
15.31,0.324395818
15.32,0.324384463
15.33,0.324373124
15.34,0.3243618
15.35,0.324350502
15.36,0.324339219
15.37,0.324327951
15.38,0.32431671
15.39,0.324305473
15.4,0.324294261
15.41,0.324283055
15.42,0.324271883
15.43,0.324260718
15.44,0.324249568
15.45,0.324238442
15.46,0.324227331
15.47,0.324216235
15.48,0.324205155
15.49,0.324194089
15.5,0.324183048
15.51,0.324172013
15.52,0.324161001
15.53,0.324150015
15.54,0.324139034
15.55,0.324128067
15.56,0.324117126
15.57,0.324106199
15.58,0.324095286
15.59,0.324084389
15.6,0.324073515
15.61,0.324062647
15.62,0.324051803
15.63,0.324040974
15.64,0.324030159
15.65,0.32401936
15.66,0.324008583
15.67,0.323997811
15.68,0.323987064
15.69,0.323976331
15.7,0.323965622
15.71,0.323954919
15.72,0.323944239
15.73,0.323933563
15.74,0.323922911
15.75,0.323912274
15.76,0.323901651
15.77,0.323891051
15.78,0.323880456
15.79,0.323869896
15.8,0.323859329
15.81,0.323848785
15.82,0.323838267
15.83,0.323827752
15.84,0.323817261
15.85,0.323806773
15.86,0.32379631
15.87,0.32378586
15.88,0.323775434
15.89,0.323765012
15.9,0.323754613
15.91,0.32374423
15.92,0.323733858
15.93,0.3237235
15.94,0.323713158
15.95,0.323702837
15.96,0.32369253
15.97,0.323682227
15.98,0.323671948
15.99,0.323661682
16,0.323651438
16.01,0.323641201
16.02,0.323630984
16.03,0.323620781
16.04,0.323610583
16.05,0.323600417
16.06,0.323590254
16.07,0.323580105
16.08,0.323569978
16.09,0.323559866
16.1,0.323549756
16.11,0.323539679
16.12,0.323529607
16.13,0.323519547
16.14,0.323509509
16.15,0.323499484
16.16,0.323489463
16.17,0.323479466
16.18,0.32346948
16.19,0.323459518
16.2,0.323449559
16.21,0.323439622
16.22,0.323429699
16.23,0.323419787
16.24,0.32340989
16.25,0.323400004
16.26,0.323390132
16.27,0.323380282
16.28,0.323370435
16.29,0.32336061
16.3,0.323350799
16.31,0.32334101
16.32,0.323331223
16.33,0.323321448
16.34,0.323311697
16.35,0.323301958
16.36,0.323292232
16.37,0.323282517
16.38,0.323272816
16.39,0.323263128
16.4,0.32325346
16.41,0.323243796
16.42,0.323234155
16.43,0.323224524
16.44,0.323214908
16.45,0.323205302
16.46,0.32319571
16.47,0.323186139
16.48,0.32317658
16.49,0.323167034
16.5,0.323157499
16.51,0.323147968
16.52,0.323138468
16.53,0.32312897
16.54,0.323119484
16.55,0.32311002
16.56,0.323100569
16.57,0.323091129
16.58,0.3230817
16.59,0.323072285
16.6,0.323062891
16.61,0.323053498
16.62,0.323044119
16.63,0.32303476
16.64,0.323025414
16.65,0.323016078
16.66,0.323006755
16.67,0.322997455
16.68,0.322988154
16.69,0.322978877
16.7,0.3229696
16.71,0.322960345
16.72,0.322951102
16.73,0.322941871
16.74,0.322932661
16.75,0.322923452
16.76,0.322914256
16.77,0.322905081
16.78,0.322895918
16.79,0.322886764
16.8,0.322877624
16.81,0.322868495
16.82,0.322859377
16.83,0.32285028
16.84,0.322841185
16.85,0.32283211
16.86,0.322823048
16.87,0.322813997
16.88,0.322804957
16.89,0.322795928
16.9,0.322786921
16.91,0.322777914
16.92,0.322768929
16.93,0.322759944
16.94,0.322750981
16.95,0.32274203
16.96,0.32273309
16.97,0.32272416
16.98,0.322715251
16.99,0.322706344
17,0.322697456
17.01,0.322688581
17.02,0.322679716
17.03,0.322670863
17.04,0.322662019
17.05,0.322653188
17.06,0.322644367
17.07,0.322635566
17.08,0.322626767
17.09,0.322617989
17.1,0.32260922
17.11,0.322600464
17.12,0.322591718
17.13,0.322582983
17.14,0.322574267
17.15,0.322565554
17.16,0.32255686
17.17,0.322548177
17.18,0.322539495
17.19,0.322530834
17.2,0.322522182
17.21,0.322513542
17.22,0.322504923
17.23,0.322496303
17.24,0.322487704
17.25,0.322479106
17.26,0.322470528
17.27,0.32246196
17.28,0.322453403
17.29,0.322444857
17.3,0.32243632
17.31,0.322427804
17.32,0.322419289
17.33,0.322410794
17.34,0.322402309
17.35,0.322393825
17.36,0.32238536
17.37,0.322376906
17.38,0.322368462
17.39,0.322360039
17.4,0.322351615
17.41,0.322343201
17.42,0.322334809
17.43,0.322326426
17.44,0.322318053
17.45,0.322309689
17.46,0.322301338
17.47,0.322292995
17.48,0.322284662
17.49,0.32227634
17.5,0.322268038
17.51,0.322259744
17.52,0.322251452
17.53,0.32224318
17.54,0.322234916
17.55,0.322226664
17.56,0.32221842
17.57,0.322210197
17.58,0.322201975
17.59,0.322193771
17.6,0.322185567
17.61,0.322177383
17.62,0.322169209
17.63,0.322161045
17.64,0.32215289
17.65,0.322144746
17.66,0.32213661
17.67,0.322128485
17.68,0.322120379
17.69,0.322112273
17.7,0.322104186
17.71,0.322096109
17.72,0.322088042
17.73,0.322079975
17.74,0.322071927
17.75,0.322063898
17.76,0.322055868
17.77,0.322047849
17.78,0.322039849
17.79,0.322031858
17.8,0.322023867
17.81,0.322015894
17.82,0.322007933
17.83,0.321999979
17.84,0.321992036
17.85,0.321984102
17.86,0.321976187
17.87,0.321968271
17.88,0.321960365
17.89,0.321952478
17.9,0.321944601
17.91,0.321936733
17.92,0.321928864
17.93,0.321921024
17.94,0.321913182
17.95,0.321905351
17.96,0.32189753
17.97,0.321889716
17.98,0.321881921
17.99,0.321874127
18,0.321866352
18.01,0.321858584
18.02,0.321850827
18.03,0.321843078
18.04,0.321835339
18.05,0.321827608
18.06,0.321819887
18.07,0.321812185
18.08,0.321804481
18.09,0.321796796
18.1,0.32178912
18.11,0.321781444
18.12,0.321773787
18.13,0.321766139
18.14,0.321758498
18.15,0.321750867
18.16,0.321743244
18.17,0.321735641
18.18,0.321728036
18.19,0.32172045
18.2,0.321712864
18.21,0.321705295
18.22,0.321697736
18.23,0.321690186
18.24,0.321682644
18.25,0.32167511
18.26,0.321667585
18.27,0.321660068
18.28,0.321652572
18.29,0.321645074
18.3,0.321637583
18.31,0.321630112
18.32,0.321622649
18.33,0.321615184
18.34,0.321607738
18.35,0.321600302
18.36,0.321592873
18.37,0.321585463
18.38,0.321578052
18.39,0.321570648
18.4,0.321563264
18.41,0.321555877
18.42,0.32154851
18.43,0.321541141
18.44,0.32153379
18.45,0.321526448
18.46,0.321519114
18.47,0.321511788
18.48,0.321504471
18.49,0.321497161
18.5,0.32148986
18.51,0.321482579
18.52,0.321475294
18.53,0.321468028
18.54,0.32146077
18.55,0.321453512
18.56,0.321446271
18.57,0.321439038
18.58,0.321431813
18.59,0.321424596
18.6,0.321417388
18.61,0.321410188
18.62,0.321403006
18.63,0.321395823
18.64,0.321388657
18.65,0.321381489
18.66,0.321374339
18.67,0.321367198
18.68,0.321360055
18.69,0.321352929
18.7,0.321345812
18.71,0.321338702
18.72,0.321331601
18.73,0.321324519
18.74,0.321317433
18.75,0.321310356
18.76,0.321303296
18.77,0.321296235
18.78,0.321289191
18.79,0.321282155
18.8,0.321275128
18.81,0.321268098
18.82,0.321261086
18.83,0.321254081
18.84,0.321247096
18.85,0.321240107
18.86,0.321233127
18.87,0.321226163
18.88,0.321219198
18.89,0.321212242
18.9,0.321205301
18.91,0.321198369
18.92,0.321191435
18.93,0.321184519
18.94,0.321177611
18.95,0.32117071
18.96,0.321163816
18.97,0.321156931
18.98,0.321150062
18.99,0.321143192
19,0.321136329
19.01,0.321129484
19.02,0.321122637
19.03,0.321115806
19.04,0.321108985
19.05,0.32110216
19.06,0.321095352
19.07,0.321088553
19.08,0.321081761
19.09,0.321074976
19.1,0.321068198
19.11,0.321061429
19.12,0.321054676
19.13,0.321047922
19.14,0.321041174
19.15,0.321034444
19.16,0.321027722
19.17,0.321020996
19.18,0.321014289
19.19,0.321007588
19.2,0.321000895
19.21,0.32099421
19.22,0.320987532
19.23,0.320980861
19.24,0.320974197
19.25,0.320967541
19.26,0.320960891
19.27,0.320954259
19.28,0.320947625
19.29,0.320941007
19.3,0.320934388
19.31,0.320927785
19.32,0.32092119
19.33,0.320914602
19.34,0.32090802
19.35,0.320901436
19.36,0.320894869
19.37,0.320888319
19.38,0.320881766
19.39,0.320875221
19.4,0.320868682
19.41,0.320862162
19.42,0.320855637
19.43,0.32084913
19.44,0.32084262
19.45,0.320836127
19.46,0.320829641
19.47,0.320823163
19.48,0.320816681
19.49,0.320810217
19.5,0.320803758
19.51,0.320797307
19.52,0.320790874
19.53,0.320784437
19.54,0.320778007
19.55,0.320771584
19.56,0.320765178
19.57,0.320758769
19.58,0.320752377
19.59,0.320745981
19.6,0.320739603
19.61,0.320733231
19.62,0.320726866
19.63,0.320720508
19.64,0.320714158
19.65,0.320707813
19.66,0.320701475
19.67,0.320695145
19.68,0.320688821
19.69,0.320682504
19.7,0.320676204
19.71,0.3206699
19.72,0.320663604
19.73,0.320657323
19.74,0.32065105
19.75,0.320644774
19.76,0.320638513
19.77,0.32063226
19.78,0.320626014
19.79,0.320619773
19.8,0.320613541
19.81,0.320607315
19.82,0.320601094
19.83,0.320594881
19.84,0.320588673
19.85,0.320582484
19.86,0.32057629
19.87,0.320570103
19.88,0.320563934
19.89,0.320557759
19.9,0.320551602
19.91,0.320545451
19.92,0.320539308
19.93,0.32053317
19.94,0.320527029
19.95,0.320520903
19.96,0.320514785
19.97,0.320508674
19.98,0.320502578
19.99,0.32049648
20,0.320490387
20.01,0.320484302
20.02,0.320478232
20.03,0.320472158
20.04,0.320466101
20.05,0.320460042
20.06,0.320453997
20.07,0.32044796
20.08,0.320441918
20.09,0.320435893
20.1,0.320429875
20.11,0.320423863
20.12,0.320417857
20.13,0.320411857
20.14,0.320405864
20.15,0.320399876
20.16,0.320393896
20.17,0.320387931
20.18,0.320381962
20.19,0.320376001
20.2,0.320370055
20.21,0.320364105
20.22,0.320358172
20.23,0.320352235
20.24,0.320346314
20.25,0.320340399
20.26,0.32033449
20.27,0.320328578
20.28,0.320322682
20.29,0.320316791
20.3,0.320310907
20.31,0.32030503
20.32,0.320299158
20.33,0.320293302
20.34,0.320287442
20.35,0.320281588
20.36,0.320275751
20.37,0.320269909
20.38,0.320264084
20.39,0.320258256
20.4,0.320252442
20.41,0.320246625
20.42,0.320240824
20.43,0.320235028
20.44,0.320229239
20.45,0.320223456
20.46,0.320217669
20.47,0.320211908
20.48,0.320206142
20.49,0.320200382
20.5,0.320194629
20.51,0.320188881
20.52,0.32018314
20.53,0.320177414
20.54,0.320171684
20.55,0.320165961
20.56,0.320160252
20.57,0.32015454
20.58,0.320148843
20.59,0.320143153
20.6,0.320137459
20.61,0.320131779
20.62,0.320126106
20.63,0.32012044
20.64,0.320114778
20.65,0.320109122
20.66,0.320103473
20.67,0.320097829
20.68,0.320092191
20.69,0.320086559
20.7,0.320080932
20.71,0.320075321
20.72,0.320069706
20.73,0.320064096
20.74,0.320058502
20.75,0.320052903
20.76,0.320047322
20.77,0.320041734
20.78,0.320036164
20.79,0.320030599
20.8,0.320025029
20.81,0.320019475
20.82,0.320013927
20.83,0.320008383
20.84,0.320002846
20.85,0.319997315
20.86,0.319991789
20.87,0.319986268
20.88,0.319980755
20.89,0.319975245
20.9,0.319969751
20.91,0.319964253
20.92,0.31995876
20.93,0.319953284
20.94,0.319947803
20.95,0.319942336
20.96,0.319936866
20.97,0.319931412
20.98,0.319925952
20.99,0.319920508
21,0.31991507
21.01,0.319909637
21.02,0.319904209
21.03,0.319898788
21.04,0.319893372
21.05,0.31988796
21.06,0.319882555
21.07,0.319877154
21.08,0.31987176
21.09,0.319866371
21.1,0.319860986
21.11,0.319855618
21.12,0.319850245
21.13,0.319844877
21.14,0.319839525
21.15,0.319834167
21.16,0.319828826
21.17,0.319823479
21.18,0.319818149
21.19,0.319812822
21.2,0.319807492
21.21,0.319802178
21.22,0.319796868
21.23,0.319791563
21.24,0.319786264
21.25,0.31978097
21.26,0.319775681
21.27,0.319770398
21.28,0.319765119
21.29,0.319759846
21.3,0.319754579
21.31,0.319749317
21.32,0.319744069
21.33,0.319738818
21.34,0.31973357
21.35,0.319728339
21.36,0.319723102
21.37,0.319717881
21.38,0.319712655
21.39,0.319707445
21.4,0.319702239
21.41,0.319697028
21.42,0.319691833
21.43,0.319686642
21.44,0.319681457
21.45,0.319676276
21.46,0.319671102
21.47,0.319665922
21.48,0.319660757
21.49,0.319655598
21.5,0.319650443
21.51,0.319645303
21.52,0.319640159
21.53,0.319635019
21.54,0.319629885
21.55,0.319624766
21.56,0.319619641
21.57,0.319614522
21.58,0.319609418
21.59,0.319604309
21.6,0.319599214
21.61,0.319594125
21.62,0.319589031
21.63,0.319583952
21.64,0.319578877
21.65,0.319573799
21.66,0.319568734
21.67,0.319563674
21.68,0.319558619
21.69,0.31955357
21.7,0.319548525
21.71,0.319543485
21.72,0.319538451
21.73,0.319533421
21.74,0.319528395
21.75,0.319523375
21.76,0.31951836
21.77,0.31951335
21.78,0.319508354
21.79,0.319503353
21.8,0.319498368
21.81,0.319493377
21.82,0.3194884
21.83,0.319483419
21.84,0.319478443
21.85,0.319473482
21.86,0.319468525
21.87,0.319463572
21.88,0.319458616
21.89,0.319453673
21.9,0.319448735
21.91,0.319443803
21.92,0.319438864
21.93,0.319433941
21.94,0.319429022
21.95,0.319424108
21.96,0.319419199
21.97,0.319414305
21.98,0.319409405
21.99,0.31940451
22,0.31939962
22.01,0.319394733
22.02,0.319389853
22.03,0.319384987
22.04,0.319380116
22.05,0.319375259
22.06,0.319370397
22.07,0.319365549
22.08,0.319360696
22.09,0.319355848
22.1,0.319351015
22.11,0.319346185
22.12,0.319341361
22.13,0.319336532
22.14,0.319331716
22.15,0.319326906
22.16,0.31932209
22.17,0.319317288
22.18,0.319312492
22.19,0.3193077
22.2,0.319302912
22.21,0.319298129
22.22,0.319293351
22.23,0.319288587
22.24,0.319283818
22.25,0.319279054
22.26,0.319274293
22.27,0.319269538
22.28,0.319264786
22.29,0.31926005
22.3,0.319255307
22.31,0.31925058
22.32,0.319245846
22.33,0.319241128
22.34,0.319236403
22.35,0.319231693
22.36,0.319226979
22.37,0.319222277
22.38,0.319217581
22.39,0.319212879
22.4,0.319208192
22.41,0.319203509
22.42,0.31919882
22.43,0.319194146
22.44,0.319189477
22.45,0.31918481
22.46,0.31918015
22.47,0.319175493
22.48,0.319170841
22.49,0.319166193
22.5,0.31916155
22.51,0.319156921
22.52,0.319152286
22.53,0.319147656
22.54,0.319143029
22.55,0.319138418
22.56,0.319133801
22.57,0.319129188
22.58,0.31912459
22.59,0.319119984
22.6,0.319115384
22.61,0.319110799
22.62,0.319106208
22.63,0.319101631
22.64,0.319097058
22.65,0.319092479
22.66,0.319087915
22.67,0.319083355
22.68,0.319078788
22.69,0.319074237
22.7,0.31906969
22.71,0.319065147
22.72,0.319060608
22.73,0.319056074
22.74,0.319051543
22.75,0.319047017
22.76,0.319042495
22.77,0.319037978
22.78,0.319033464
22.79,0.319028955
22.8,0.31902445
22.81,0.319019949
22.82,0.319015453
22.83,0.31901097
22.84,0.319006481
22.85,0.319001997
22.86,0.318997527
22.87,0.31899305
22.88,0.318988579
22.89,0.318984122
22.9,0.318979659
22.91,0.318975209
22.92,0.318970754
22.93,0.318966312
22.94,0.318961875
22.95,0.318957432
22.96,0.318953003
22.97,0.318948579
22.98,0.318944148
22.99,0.318939732
23,0.318935319
23.01,0.318930911
23.02,0.318926506
23.03,0.318922105
23.04,0.318917709
23.05,0.318913317
23.06,0.318908929
23.07,0.318904544
23.08,0.318900164
23.09,0.318895788
23.1,0.318891417
23.11,0.318887048
23.12,0.318882684
23.13,0.318878334
23.14,0.318873978
23.15,0.318869626
23.16,0.318865288
23.17,0.318860943
23.18,0.318856603
23.19,0.318852277
23.2,0.318847944
23.21,0.318843626
23.22,0.318839302
23.23,0.318834992
23.24,0.318830685
23.25,0.318826372
23.26,0.318822073
23.27,0.318817769
23.28,0.318813478
23.29,0.318809191
23.3,0.318804908
23.31,0.318800619
23.32,0.318796343
23.33,0.318792072
23.34,0.318787805
23.35,0.318783541
23.36,0.318779282
23.37,0.318775026
23.38,0.318770774
23.39,0.318766525
23.4,0.318762281
23.41,0.318758041
23.42,0.318753804
23.43,0.318749581
23.44,0.318745352
23.45,0.318741127
23.46,0.318736906
23.47,0.318732698
23.48,0.318728485
23.49,0.318724275
23.5,0.318720079
23.51,0.318715876
23.52,0.318711678
23.53,0.318707493
23.54,0.318703302
23.55,0.318699125
23.56,0.318694942
23.57,0.318690772
23.58,0.318686605
23.59,0.318682434
23.6,0.318678276
23.61,0.31867412
23.62,0.318669959
23.63,0.318665812
23.64,0.318661669
23.65,0.31865753
23.66,0.318653393
23.67,0.318649251
23.68,0.318645122
23.69,0.318640997
23.7,0.318636876
23.71,0.318632759
23.72,0.318628644
23.73,0.318624544
23.74,0.318620437
23.75,0.318616334
23.76,0.318612235
23.77,0.31860814
23.78,0.318604048
23.79,0.318599959
23.8,0.318595875
23.81,0.318591803
23.82,0.318587726
23.83,0.318583653
23.84,0.318579592
23.85,0.318575526
23.86,0.318571463
23.87,0.318567414
23.88,0.318563368
23.89,0.318559316
23.9,0.318555277
23.91,0.318551233
23.92,0.318547201
23.93,0.318543163
23.94,0.318539139
23.95,0.318535119
23.96,0.318531092
23.97,0.318527078
23.98,0.318523068
23.99,0.318519051
24,0.318515049
24.01,0.31851105
24.02,0.318507054
24.03,0.318503061
24.04,0.318499063
24.05,0.318495087
24.06,0.318491106
24.07,0.318487127
24.08,0.318483153
24.09,0.318479182
24.1,0.318475214
24.11,0.31847125
24.12,0.318467289
24.13,0.318463332
24.14,0.318459379
24.15,0.318455428
24.16,0.318451481
24.17,0.318447548
24.18,0.318443608
24.19,0.318439671
24.2,0.318435738
24.21,0.318431819
24.22,0.318427904
24.23,0.31842398
24.24,0.318420062
24.25,0.318416155
24.26,0.318412242
24.27,0.318408344
24.28,0.318404439
24.29,0.318400546
24.3,0.318396648
24.31,0.318392762
24.32,0.31838887
24.33,0.318384992
24.34,0.318381116
24.35,0.318377234
24.36,0.318373365
24.37,0.318369501
24.38,0.31836564
24.39,0.31836178
24.4,0.318357926
24.41,0.318354065
24.42,0.318350216
24.43,0.318346371
24.44,0.318342529
24.45,0.318338691
24.46,0.318334856
24.47,0.318331024
24.48,0.318327196
24.49,0.318323371
24.5,0.31831955
24.51,0.318315731
24.52,0.318311916
24.53,0.318308104
24.54,0.318304306
24.55,0.318300501
24.56,0.318296699
24.57,0.31829291
24.58,0.318289115
24.59,0.318285323
24.6,0.318281534
24.61,0.318277759
24.62,0.318273976
24.63,0.318270197
24.64,0.318266432
24.65,0.31826266
24.66,0.3182589
24.67,0.318255134
24.68,0.318251381
24.69,0.318247621
24.7,0.318243875
24.71,0.318240122
24.72,0.318236382
24.73,0.318232645
24.74,0.318228902
24.75,0.318225172
24.76,0.318221445
24.77,0.318217711
24.78,0.318213991
24.79,0.318210273
24.8,0.318206558
24.81,0.318202838
24.82,0.318199129
24.83,0.318195425
24.84,0.318191723
24.85,0.318188024
24.86,0.31818433
24.87,0.318180637
24.88,0.318176948
24.89,0.318173252
24.9,0.31816958
24.91,0.3181659
24.92,0.318162224
24.93,0.318158551
24.94,0.318154881
24.95,0.318151213
24.96,0.318147549
24.97,0.318143889
24.98,0.318140241
24.99,0.318136587
25,0.318132935
0.01,0.503653298
0.02,0.542057284
0.03,0.546191793
0.04,0.544423017
0.05,0.541226874
0.06,0.537748361
0.07,0.534341401
0.08,0.531118462
0.09,0.528107781
0.1,0.525306488
0.11,0.522700548
0.12,0.520272653
0.13,0.518005517
0.14,0.515882957
0.15,0.5138905
0.16,0.512015219
0.17,0.510245796
0.18,0.508572281
0.19,0.506985875
0.2,0.505478883
0.21,0.504044517
0.22,0.502676717
0.23,0.501370168
0.24,0.500120075
0.25,0.498922198
0.26,0.498062852
0.27,0.497248443
0.28,0.496475955
0.29,0.495742514
0.3,0.495045593
0.31,0.494382947
0.32,0.493752381
0.33,0.493870044
0.34,0.49410414
0.35,0.49433837
0.36,0.494572679
0.37,0.49480712
0.38,0.495041676
0.39,0.495276345
0.4,0.495511128
0.41,0.495746024
0.42,0.495981015
0.43,0.496216153
0.44,0.496451367
0.45,0.496686729
0.46,0.496922183
0.47,0.497157748
0.48,0.497393405
0.49,0.49762919
0.5,0.497865084
0.51,0.498101105
0.52,0.498337198
0.53,0.498573418
0.54,0.498809745
0.55,0.499046162
0.56,0.499282721
0.57,0.499519351
0.58,0.499756123
0.59,0.499773825
0.6,0.499791615
0.61,0.500334507
0.62,0.500858662
0.63,0.501382922
0.64,0.501907268
0.65,0.502431752
0.66,0.502956305
0.67,0.503480978
0.68,0.50400577
0.69,0.50453063
0.7,0.505055609
0.71,0.505580671
0.72,0.50610587
0.73,0.506631134
0.74,0.507156516
0.75,0.507681998
0.76,0.508207579
0.77,0.508733242
0.78,0.509259038
0.79,0.509784899
0.8,0.510310874
0.81,0.51083693
0.82,0.511363119
0.83,0.511889387
0.84,0.512415734
0.85,0.512942213
0.86,0.513468753
0.87,0.513995406
0.88,0.514522137
0.89,0.515048998
0.9,0.515575919
0.91,0.519403632
0.92,0.530042087
0.93,0.54603465
0.94,0.562273267
0.95,0.578511883
0.96,0.594750499
0.97,0.610989115
0.98,0.627227731
0.99,0.643466347
1,0.659704963
1.01,0.675943579
1.02,0.692182195
1.03,0.708420811
1.04,0.724659427
1.05,0.740898043
1.06,0.740698564
1.07,0.740504804
1.08,0.740616137
1.09,0.740904887
1.1,0.741452232
1.11,0.74221382
1.12,0.743166574
1.13,0.744295327
1.14,0.745589199
1.15,0.747039923
1.16,0.748398002
1.17,0.749893409
1.18,0.751530857
1.19,0.752883127
1.2,0.753182415
1.21,0.753582338
1.22,0.754126574
1.23,0.754813146
1.24,0.755640335
1.25,0.756606621
1.26,0.757710691
1.27,0.75895136
1.28,0.760327606
1.29,0.761838513
1.3,0.763483287
1.31,0.765261238
1.32,0.767171727
1.33,0.769214246
1.34,0.771388327
1.35,0.773693569
1.36,0.776129632
1.37,0.778696261
1.38,0.781393221
1.39,0.784220327
1.4,0.787177445
1.41,0.790264492
1.42,0.789785181
1.43,0.786686379
1.44,0.783641859
1.45,0.780649151
1.46,0.777705919
1.47,0.774809971
1.48,0.771959279
1.49,0.769151905
1.5,0.766386051
1.51,0.763660001
1.52,0.760972193
1.53,0.75832107
1.54,0.755705229
1.55,0.753123349
1.56,0.750574123
1.57,0.748056373
1.58,0.745568937
1.59,0.74311074
1.6,0.740680754
1.61,0.738278021
1.62,0.735901583
1.63,0.733550603
1.64,0.731224209
1.65,0.728921618
1.66,0.726642056
1.67,0.724384813
1.68,0.722149217
1.69,0.719934559
1.7,0.717740273
1.71,0.71556572
1.72,0.713410317
1.73,0.711273546
1.74,0.709154856
1.75,0.707053778
1.76,0.704969806
1.77,0.702902494
1.78,0.700851385
1.79,0.698816069
1.8,0.696796151
1.81,0.694791225
1.82,0.692800925
1.83,0.690824877
1.84,0.688862788
1.85,0.686914273
1.86,0.684979039
1.87,0.683056764
1.88,0.681147183
1.89,0.679249988
1.9,0.677364914
1.91,0.675491716
1.92,0.673630118
1.93,0.671779873
1.94,0.669940768
1.95,0.668112566
1.96,0.666295045
1.97,0.66448798
1.98,0.662616539
1.99,0.660755162
2,0.658903662
2.01,0.65724313
2.02,0.655585683
2.03,0.653939918
2.04,0.652305661
2.05,0.650682707
2.06,0.649070877
2.07,0.647469984
2.08,0.645879868
2.09,0.644300328
2.1,0.642731238
2.11,0.641172431
2.12,0.639623714
2.13,0.638084973
2.14,0.636556046
2.15,0.635036796
2.16,0.633527094
2.17,0.632026776
2.18,0.630535719
2.19,0.629053797
2.2,0.627580881
2.21,0.626116846
2.22,0.62466158
2.23,0.623214951
2.24,0.621776842
2.25,0.620347136
2.26,0.618925742
2.27,0.617512536
2.28,0.616107403
2.29,0.614710241
2.3,0.613320954
2.31,0.611939424
2.32,0.610565562
2.33,0.609199274
2.34,0.607840426
2.35,0.60648897
2.36,0.605144783
2.37,0.603807767
2.38,0.60247785
2.39,0.601154912
2.4,0.599838889
2.41,0.598529671
2.42,0.59722718
2.43,0.595931327
2.44,0.59464203
2.45,0.593359193
2.46,0.592309153
2.47,0.591265431
2.48,0.590227915
2.49,0.589196509
2.5,0.588171158
2.51,0.587151755
2.52,0.586138218
2.53,0.585130485
2.54,0.584128448
2.55,0.583132061
2.56,0.582141214
2.57,0.581155844
2.58,0.58017584
2.59,0.579201166
2.6,0.57823172
2.61,0.577267422
2.62,0.576308225
2.63,0.575353983
2.64,0.574404689
2.65,0.573460217
2.66,0.57252052
2.67,0.571585487
2.68,0.570655078
2.69,0.569729197
2.7,0.568807757
2.71,0.567890699
2.72,0.566977938
2.73,0.566069399
2.74,0.565164999
2.75,0.564264676
2.76,0.563368345
2.77,0.562475917
2.78,0.561587335
2.79,0.560702511
2.8,0.559821357
2.81,0.558943834
2.82,0.558069833
2.83,0.557199282
2.84,0.556332115
2.85,0.555468235
2.86,0.554607594
2.87,0.553749178
2.88,0.552892781
2.89,0.55203938
2.9,0.551188885
2.91,0.550341234
2.92,0.549496355
2.93,0.548654154
2.94,0.547814581
2.95,0.546977518
2.96,0.546142929
2.97,0.545310717
2.98,0.544480802
2.99,0.543653109
